title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious,latitude,longitude
Mahadev Mandir Temple,3,1,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False,27.7217192,85.3475327
Ram Chandra Temple,3,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.7217192,85.3475327
Espace de visite,4,1,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Gorkha Museum,4,6,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False,27.7172041,84.2610913
Dharmodaya Mahachaitya,3.5,2,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.4778815,83.2709839
Dhagpo Sheydrub Ling Monastery,4.5,8,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.6622064,85.4922902
Gautami Nuns Temple,3,2,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.4756112,83.2764203
Til Mahadev Narayan Mandir,4,11,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.6186143,85.1924972
Manang Samaj Stupa,4,2,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.4766417,83.2706678
Bhupatindra Malla Statue,4,21,['Monuments & Statues'],True,True,False,False,False,False,False,False,True,27.672081,85.4262288
Tamur River,4,3,['Bodies of Water'],False,False,True,False,False,False,False,False,False,26.9486706,87.0756081
Manhal Healing,4.77190569744597,0,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False,27.7159125,85.3078024
Panauti Museum,3.5,5,['History Museums'],True,True,False,False,False,False,False,False,False,27.7217192,85.3475327
Nepalganj,2.5,6,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,28.0678147,81.5594068
Kailashnath Mahadev Statue,4,3,"['Religious Sites', 'Monuments & Statues']",True,True,False,False,False,False,False,False,True,27.6461062,85.4720758
Thorangla Pass,3.5,3,['Mountains'],False,False,True,False,False,False,False,False,False,28.259181,84.0677494
Siddhi Lakshmi Temple,4.5,3,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.6720806,85.4265284
Bigu Gompa,4,1,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.8463145,86.0727095
Oldest Royal Palace Gurkha,5,1,"['Historic Sites', 'Ancient Ruins']",True,True,False,False,False,False,False,False,False,27.6998774,85.3103836
Living Traditions Museum,3.5,10,['Speciality Museums'],False,False,False,False,False,False,False,False,False,27.7216531,85.2424638
Indrayani Temple,4,2,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Palpa Durbar Museum,3,1,['History Museums'],True,True,False,False,False,False,False,False,False,27.8674762,83.5431222
Uma Maheshwor Temple,4,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.6800533,85.2724432
Tempio Degli Elefanti Erotici,3.5,2,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.721728,85.3475328
Naga Pokhari,4,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.6937617,85.308514
Chyasilin Mandap,4,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.6721151,85.4261517
Tempio di Fasidega,4,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.6744217,85.2063105
Piazza Tachupal,4,1,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Jal Binayak Temple,3.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.6582082,85.2910937
Tansen View Tower,2.5,2,"['Points of Interest & Landmarks', 'Lookouts']",True,True,True,False,False,False,False,False,False,27.8722664,83.5466802
Bhimsen Temple,3,1,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7217192,85.3475327
Gopi Nath Temple,3,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Nepal Hiking Team,5,841,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,27.719537,85.3056617
Nepal Eco Adventure,5,1304,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,27.7156595,85.3070302
Ace the Himalaya,5,1366,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,27.7165325,85.3095741
Adventure-Pulse,5,232,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False,27.713566,85.3090882
Open Sky Paragliding,5,423,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,28.2154758,83.956164
Happy Treks Nepal - Day Tours,5,767,"['Walking Tours', 'Hiking & Camping Tours']",False,False,False,False,False,False,False,False,False,27.7216531,85.2424638
Mountain Mart Treks & Expedition,5,765,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,27.7154321,85.3048131
Ethical Trekking Nepal,5,544,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,28.2113,83.9549023
Himalaya Holiday Service,5,294,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,27.7216531,85.2424638
Saara Tourism Nepal-Travel Advisor in Nepal,5,210,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,27.7216531,85.2424638
Eastern Light Trek,5,677,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,28.2130469,83.9549114
Lovely Nepal Treks and Expedition - Day Tours,5,188,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,27.7164571,85.3024247
Mountain Delights Treks & Expedition,5,187,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False,27.7169309,85.3068902
Nepal Horizon Treks & Expedition,5,149,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,27.7117752,85.3071943
Dreams Spa,5,105,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False,27.7216531,85.2424638
2Sisters Nepal Cooking School,5,137,['Cooking Classes'],False,False,False,False,False,False,True,False,False,27.7020838,85.2940698
The Great Adventure Treks & Expedition - Private Day Tours,5,369,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,27.7135871,85.3100565
Himalayan Quests - Day Tours,5,134,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,27.7303254,85.3036499
Incredible Treks,5,254,"['River Rafting & Tubing', 'Cultural Tours']",False,False,False,True,False,False,False,False,False,27.7112688,85.3063913
Magical Nepal,5,155,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,27.7159565,85.3096105
Visit Himalaya Treks,5,146,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False,27.7216531,85.2424638
Thai Nepal Travels and Tours,5,134,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,27.7072723,85.3034057
Himalayan Friends Trekking - Day Tours,5,134,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False,27.7162902,85.2942439
Mountain Holiday Treks & Expedition,5,97,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,27.7150688,85.3102277
Third Rock Adventures,5,226,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,27.7146744,85.3119581
Peace Himalaya Treks and Travels Pvt Ltd,5,95,"['City Tours', 'Adrenaline & Extreme Tours']",True,True,False,False,True,False,False,False,False,28.2074916,83.960702
Himalayan Car Rental Nepal,5,156,"['Bus Services', 'Taxis & Shuttles']",False,False,False,False,False,False,False,False,False,27.7373397,85.2983015
Nepal Ayurveda Home,5,101,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False,27.721728,85.3475328
Dream Heaven Adventure,5,123,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,27.7161628,85.3058627
Exciting Nepal Treks and Expedition,5,366,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,27.7157756,85.3070946
A1 Excursion - Private Day Tours,5,132,['Private Tours'],False,False,True,False,False,False,False,False,False,27.7216531,85.2424638
Mosaic Adventure,5,588,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,27.7131935,85.3089179
Himalayan Sky Adventure Paragliding,5,158,"['Parasailing & Paragliding', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False,28.2139286,83.9567128
Tramping Himalaya,5,103,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,27.7216531,85.2424638
Destination Unlimited Treks & Expeditions,5,247,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,27.7170491,85.3094663
Pariwar Holidays,5,620,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,27.7166515,85.3094898
Vista Trek,5,190,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,27.716617,85.3074125
Couch Adventure Nepal (CAN),5,255,"['City Tours', 'Hiking & Camping Tours']",True,True,False,False,True,False,False,False,False,27.7216531,85.2424638
Odea Services,5,179,"['Helicopter Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False,27.7158305,85.3105169
Ambition Himalaya Treks & Expeditions,5,252,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,27.715113,85.3099993
Osho Vision Treks and Expedition,5,212,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,27.7142979,85.3114168
Landmark Discovery Treks –  Day Tours,5,189,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,27.7149733,85.3064019
Friends Adventure Team,5,251,"['Canyoning & Rappelling Tours', 'Walking Tours']",False,False,False,True,False,False,False,False,False,27.7254082,85.3102514
Outshine Adventure,5,268,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,27.715519,85.3065395
Flying Buddha Paragliding,5,777,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,28.2151206,83.956052
Osho Divine Zone,5,119,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False,27.764711,85.2696792
A One Trek,5,142,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,27.7180444,85.3025158
Discovery World Trekking,5,555,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,27.7157974,85.306127
Breathe Nepal Trekking,5,405,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,28.217059,83.9563574
Nepal Gateway Trekking,5,147,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,27.716027,85.3103583
THE SU4E HOME,5,157,"['Eco Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False,27.7204082,85.3160171
Friendly Trekkers Adventure,5,208,"['Literary, Art & Music Tours', 'Climbing Tours']",True,True,False,False,True,False,False,False,False,28.2858097,83.8989198
Access Nepal Tour & Trekking,5,294,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,27.7132495,85.3101959
Trekking Team Group,5,144,"['Cultural Tours', 'Eco Tours']",False,True,False,False,False,False,False,False,True,27.7131201,85.3081462
Destination Himalaya Treks and Expedition,5,153,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,27.71527,85.3066013
Earthbound Expeditions,5,565,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,27.7116939,85.3070753
Unique Path Trekking & Expedition,5,140,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,27.7165406,85.3075593
Travel Maker South Asia,5,225,"['Cultural Tours', 'Adrenaline & Extreme Tours']",False,True,False,False,False,False,False,False,True,27.7134196,85.3112457
Nepal Alibaba Treks & Tours Pvt Ltd,5,105,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,27.7375441,85.3028408
Alpine Ramble Treks,5,240,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,27.7191624,85.306492
Info Nepal Treks and Expedition,5,206,"['City Tours', 'River Rafting & Tubing']",True,True,False,False,True,False,False,False,False,27.71673,85.3076074
Mountain Overview Paragliding,5,250,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Epic Adventures - Day Tours,5,259,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Hiking Adventure Treks,5,115,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Village to Village Trekking - Day Tours,5,160,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Nepal Hiking Adventure Company - Private Day Tours,5,172,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Satori Adventures,5,179,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False,,
Happyland Treks,5,128,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
The Tibetan Encounter Day Tours,5,540,"['Cultural Tours', 'Walking Tours']",False,True,False,False,False,False,False,False,True,,
Adventure Nepal Eco Treks - Private Kathmandu Day Tour,5,141,['Eco Tours'],False,False,False,True,False,False,False,False,False,,
Nepal Cooking School,5,723,['Cooking Classes'],False,False,False,False,False,False,True,False,False,,
White Hill Adventure,5,190,"['Sightseeing Tours', 'Day Trips']",False,True,True,True,False,False,False,False,False,,
Apex Himalaya Trek and Tour – Private Day Tours,5,142,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True,,
Mountain Monarch Adventures - Private Day Tours,5,529,"['Walking Tours', 'Climbing Tours']",False,False,False,False,False,False,False,False,False,,
Into Nepal,5,122,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Himalayan Adventure,5,179,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Sisne Rover Trekking,5,170,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False,,
Nepal Trekking Experts Pvt Ltd,5,308,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Nepal Explore Summit Trek Pvt Ltd,5,217,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
Third Eye Adventure,5,207,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Base Camp Adventure,5,288,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Backpacker Treks and Expedition,5,125,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False,,
AID Journeys & Adventure,5,88,"['City Tours', 'Climbing Tours']",True,True,False,False,True,False,False,False,False,,
Peak to Peak Tours and Treks Pvt Ltd,5,109,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Gokyo Treks and Expedition,5,315,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Himalayas On Foot - Day Tours,5,182,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Fewa Trail Treks - Kathmandu,5,95,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
High Venture Plus,5,334,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Four Brothers Adventure Travel,5,296,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
Hearts & Tears Motorcycle Club,5,141,['Motorcycle Tours'],False,False,False,False,False,False,False,False,False,,
Mountain World Treks - Day Tours,5,356,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Nepal Peak Adventure,5,96,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Escape Himalaya Trek and Expedition,5,86,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Advance Paragliding,5,392,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Good Vibe Adventure,5,242,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False,,
Adventure Himalaya Circuit Treks and Tours - Private Day Tours,5,375,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Adventure Treks Nepal,5,271,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
City Motorbike,5,162,"['4WD, ATV & Off-Road Tours', 'Motorcycle Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Yoga Home,5,325,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Nepal Dynamic Eco Tours and Services,5,241,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Freedom Adventures,5,234,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Himalayan Glacier Trekking - Private Day Tours,5,479,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Trek Nepal Int'l - Day Tours,5,188,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Trekking Planner - Private One Day Activities,5,285,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Index Adventure,5,222,"['City Tours', 'River Rafting & Tubing']",True,True,False,False,True,False,False,False,False,,
Himkala Adventure,5,614,"['City Tours', 'Adrenaline & Extreme Tours']",True,True,False,False,True,False,False,False,False,,
Mission Himalaya Treks - Private Day Tour,5,102,"['Helicopter Tours', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False,,
ABC Trek and Tour,5,146,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Sunrise Paragliding,5,577,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Purna Yoga & Treks,5,270,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Mission Eco Trek - Day Tours,5,182,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Atmashree Yoga Retreat,5,310,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Adventure Bound,5,255,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Himalayan Partner Treks & Expedition,5,166,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Adventure Mountain Explore Trek & Expedition,5,269,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
World Himalayan Destination Pvt Ltd,5,132,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Bliss Spa,5,89,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False,,
Nepal Ascent Treks,5,98,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Breakfree Adventures - Private Day Tours,5,395,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False,,
Mountain Adventure Trekking (Pvt) Ltd,5,119,['Bike Tours'],False,False,False,True,False,False,False,False,False,,
Trekking Team Pvt Ltd - Day Tours,5,545,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Actual Adventure Trekking and Expedition,5,263,"['Cultural Tours', 'Eco Tours']",False,True,False,False,False,False,False,False,True,,
Himalaya Hub Adventure,5,514,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Nepal Travel Advisor (S/N),5,106,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Peace Nepal Treks - Day Tours,5,183,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Himalayan Abode Travels and Tours Treks and Expeditions - Private Kathmandu Day Tour,5,204,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Wilderness Trekking,5,171,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,,
Explore Himalaya Travel & Adventure - Private Day Tours,5,256,"['Bike Tours', 'Climbing Tours']",False,False,False,True,False,False,False,False,False,,
Himalayan Wonders Day Tours,5,486,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
Adventure White Himalaya Treks,5,103,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan Gateway Trek,5,135,"['River Rafting & Tubing', 'Historical & Heritage Tours']",False,False,False,True,False,False,False,False,False,,
Seeing Hands Clinic,5,608,['Spas'],False,False,False,False,False,True,False,False,False,,
Mountain Sun Valley Treks and Expedition,5,151,"['Taxis & Shuttles', 'Hiking & Camping Tours']",False,False,False,False,False,False,False,False,False,,
Mountain Ram Adventures,5,217,"['Historical & Heritage Tours', 'Hiking & Camping Tours']",True,True,False,False,False,False,False,False,False,,
Nepali Cooking Course - Day Class,5,279,['Cooking Classes'],False,False,False,False,False,False,True,False,False,,
Saara Tourism Nepal-Kathmandu,5,82,"['Multi-day Tours', 'Motorcycle Tours']",True,False,False,False,False,False,False,False,False,,
Hanuman Paragliding,5,116,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Middle Path Spa,5,188,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False,,
Amigo Treks & Expedition - Day Tours,5,297,"['Helicopter Tours', 'Adrenaline & Extreme Tours']",False,False,True,True,False,False,False,False,False,,
Paddle Nepal - Day Tours,5,334,"['River Rafting & Tubing', 'Canyoning & Rappelling Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Trek Adventure and Expedition,5,127,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Orbit Nepal Adventure,5,167,"['Canyoning & Rappelling Tours', 'Hiking & Camping Tours']",False,False,False,True,False,False,False,False,False,,
Adventure Vision Treks and Travels,5,186,"['Parasailing & Paragliding', 'Cultural Tours']",False,False,False,True,False,False,False,False,False,,
SK Handicrafts Export,5,312,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Green Valley Nepal Treks & Research Hub - Day Tours,5,533,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Scenic Nepal Treks & Expedition,5,169,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Outfitter Nepal Treks and Expedition,5,433,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Trekking Guide Team Adventure,5,308,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Funny Nepal Treks & Expedition - Private Day Tours,5,245,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Nature Lovers Treks & Tours,5,151,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Backstreet Academy,5,572,"['Cultural Tours', 'Shopping Tours']",False,True,False,False,False,False,False,False,True,,
Pokhara Mountain Bike Adventure - Day Trips,5,285,['Bike Tours'],False,False,False,True,False,False,False,False,False,,
Unique Adventure International P Ltd,5,446,"['Cultural Tours', 'Walking Tours']",False,True,False,False,False,False,False,False,True,,
Frontiers Paragliding,5,392,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Mount Mania Treks & Expedition,5,94,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
The Nepal Trekking Company,5,100,"['Helicopter Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False,,
Adventure Master Treks,5,172,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
The Everest Holiday,5,145,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,,
Ammonite Adventures,5,256,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
Adventure Great Himalaya - Private Day Tours,5,200,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Tribikram Yoga,5,140,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Nepal Private Guide Services,5,102,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Thamel Spa,5,304,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False,,
Prime Himalayas,5,373,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Mountain Club Pvt Ltd,5,192,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Top of the World Adventure,5,222,"['Parasailing & Paragliding', 'City Tours']",False,False,False,True,False,False,False,False,False,,
Team 5 Nepal Paragliding,5,344,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Himalaya Guide Nepal,5,114,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Mandala Studio Yoga & Spa,5,414,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False,,
Blue Mountain Travels - Private Mountain Flight Day Tours,5,341,"['Private Tours', 'Air Tours']",False,False,True,False,False,False,False,False,False,,
Nepal Social Treks and Expedition,5,403,"['River Rafting & Tubing', 'Walking Tours']",False,False,False,True,False,False,False,False,False,,
Purna Yoga Retreat,5,348,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Glorious Himalaya Trekking,5,95,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False,,
Ananda Natural Therapy,5,766,['Spas'],False,False,False,False,False,True,False,False,False,,
Himalayan Planet Adventures Day Tours,5,356,"['Sightseeing Tours', 'Day Trips']",False,True,True,True,False,False,False,False,False,,
Himalayan Scenery Treks and Expedition,5,309,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Jiva Cafe & Spa,5,335,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False,,
Himalayan Social Journey,5,1531,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False,,
Socialtours,5,402,"['City Tours', 'Shopping Tours']",True,True,False,False,True,False,False,False,False,,
Mukti Yoga Retreat,5,81,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Movie Garden,5,324,"['Movie Theaters', 'Bars & Clubs']",False,True,False,False,True,False,False,False,False,,
Kathmandu Urban Adventures,5,215,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Great Vision Trek & Expedition - Day Tours,5,298,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Tourist Link Treks and Expedition,5,118,"['Adrenaline & Extreme Tours', 'Climbing Tours']",False,False,True,True,False,False,False,False,False,,
Explore Kathmandu,5,103,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Kinjjala Spa,5,103,['Spas'],False,False,False,False,False,True,False,False,False,,
Himalayan Magic Treks,5,125,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True,,
Zen Spa,4.5,247,['Spas'],False,False,False,False,False,True,False,False,False,,
United Jungle Guide Service,5,106,"['4WD, ATV & Off-Road Tours', 'Walking Tours']",False,False,False,True,False,False,False,False,False,,
Eyes On Nepal,5,136,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,,
India Odyssey Tours - Day Tour of Kathmandu,5,102,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
Himalayan Spirit Adventure Treks and Expeditions,5,448,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False,,
