dest_id,title,genre,latitude,longitude
490,Himalayan Nepal Trek  - Private Day Tour,nature:adventure,,
491,Manikang Nepal Treks and Adventure,history,,
492,Rediscover Nepal Treks & Tours Pvt Ltd,history,,
493,Eagle Eye Treks and Expedition,history:art_and_architecture:entertainment,,
494,Admiral Adventure Treks,adventure,,
495,Coldfeet Adventure - Kathmandu Valley Private Day Tour,nature,,
496,Treks Planner Nepal,history:art_and_architecture:entertainment,,
497,Welcome Nepal Treks - Day Tours,history,,
498,Global Holidays Adventure,nature,,
499,Aim Nepal Adventure,history,,
500,Nepal Excursion Treks Pvt Ltd,history:art_and_architecture:entertainment,,
501,Wongchhu Peak Promotion,history,,
502,Rugged Trails Nepal,history:art_and_architecture,,
503,Himalayan Adventure Nepal,history,,
504,Iconic Nepal Tours & Treks,nature:adventure,,
505,Shiva Excursion pvtltd,history:art_and_architecture:entertainment,,
506,Junket Nepal PvtLtd,history:art_and_architecture:entertainment,,
507,Awesome Nepal Treks Pvt Ltd,history,,
508,Plan Himalaya,nature:adventure,,
509,Adventure Altitude Treks & Expedition Pvt Ltd,nature:adventure,,
510,Caravana Himalaya Adventure,history:art_and_architecture:entertainment,,
511,Himalaya Chyangpa Nepal Treks and Expedition Pvt Ltd,nature:adventure,,
512,Welcome To My Yard,art_and_architecture:religious,,
513,Himalayan Cashmere Manufacturing Company,history:art_and_architecture,,
514,Budget Trekking,art_and_architecture:nature:adventure,,
515,Mountain Kick,art_and_architecture:religious,,
516,"Charak Yoga, Thamel Kathmandu",health_and_lifestyle,,
517,Museum of Nepali Art,history:art_and_architecture,,
518,Team Ram Adventure Pvt Ltd,history,,
519,Nepal Vehicle Hiring,,,
520,Mountain Experience,history,,
521,Highland Expeditions,nature:adventure,,
522,Utmost Adventure Trekking,art_and_architecture:religious,,
523,Mission Summit Treks And Expedition,history,,
524,Pristine Nepal,history,,
525,Adventure Team,adventure,,
526,Nepal Boundary Trekking Pvt Ltd,nature:adventure,,
527,Himalayan Magic Adventures,nature,,
528,Nepal Trip Planner P Ltd,history:art_and_architecture:entertainment,,
529,KJ Adventure Nepal Private Limited,history:art_and_architecture:entertainment,,
530,Merit Adventure,history,,
531,World Expeditions,history,,
532,Authentic Adventures,art_and_architecture:religious,,
533,View Nepal Treks & Expedition,adventure,,
534,Eco Holidays Nepal,history:art_and_architecture:entertainment,,
535,Caravan Outdoors,history:art_and_architecture:entertainment,,
536,Bohemian Tours,art_and_architecture:nature:adventure,,
537,Master Himalaya,history:art_and_architecture:entertainment,,
538,Nepalgram,history,,
539,Mountain King Treks And Expedition,history:art_and_architecture:entertainment,,
540,Nepal Tour & Trekking Service - Day Tours,history:art_and_architecture:entertainment,,
541,Adventure Feel Nepal Treks and Expeditions Pvt Ltd,history,,
542,Gorkha International Travels - Kathmandu Day Tours,art_and_architecture:religious,,
543,Loyalty Spa,health_and_lifestyle,,
544,Absolute HJ Sherpa Trekking Pvt Ltd,adventure,,
545,Dream Tibet Travel & Tours,art_and_architecture:religious,,
546,Easy Treks & Expedition P Ltd,history,,
547,Travhill,history:art_and_architecture:entertainment,,
548,Ayurveda Health Home,health_and_lifestyle,,
549,Above the Himalaya Trekking - Private Day Tours,history:art_and_architecture:entertainment,,
550,Nepal Lion Tours & Treks Pvt Ltd,adventure,,
551,Extollo Adventures,history,,
552,Ask The Nepal Adventure,history,,
553,Walking The Himalaya Treks & Tours,history,,
554,Himalayan Advisor,history,,
555,Monterosa Treks and Expedition- kailash Tour package,nature:adventure,,
556,Silver Mountain Adventure Pvt Ltd - Private Day Tours,nature,,
557,Trek Mania Nepal,history,,
558,Exciting Himalaya,nature:adventure,,
559,Graceful Adventure Travel pvt ltd,,,
560,Himalayan Trekking Path,history,,
561,"Himalayan Leisure, Inc",nature:adventure,,
562,Explore Nepal Adventure Holidays,history,,
563,The Asia Adventure Nepal - Day Tours,art_and_architecture:nature:adventure,,
564,Allied Adventure Travels and Tours,history:art_and_architecture:entertainment,,
565,All Nepal Hiking,history,,
566,Asiana Trek & Tours,history:art_and_architecture:entertainment,,
567,Musical Adventure Trekking - Day Tours,adventure,,
568,Mountain Hawk Trek - Private Day Tours,adventure,,
569,Friendship World Trek - Day Tours,adventure:entertainment,,
570,Tranquility Spa - Thamel,health_and_lifestyle,,
571,Adventure Exodus Pvt Ltd,history:art_and_architecture:entertainment,,
572,Ace Vision Nepal,adventure,,
573,Friendly Nepal Treks,art_and_architecture:nature:adventure,,
574,Black Diamond Expedition - Private Day Tours,adventure,,
575,Austravel & Tours Nepal P Ltd - Private Day Tours,art_and_architecture:religious,,
576,Info Nepal Tours & Treks,history,,
577,Summitclimb and Summittrek,nature:adventure,,
578,Tara Himalayan Vision,history,,
579,Accent Himalaya,history,,
580,Vespa Valley,entertainment,,
581,Local Women's Handicrafts,history:art_and_architecture,,
582,Nepal Kameleon Holidays Pvt Ltd,adventure:entertainment,,
583,Bold Adventures Pvt Ltd - Day Tours,art_and_architecture:religious,,
584,Adventure Gandaki Treks and Expedition,adventure,,
585,Sarmila's Cooking Course Training,food,,
586,Eagle Treks and Expedition P Ltd & Heli Tour Private Day Tour,history:art_and_architecture:entertainment,,
587,Hi Himalaya Nepal - Treks & Tours,history,,
588,Asian Hiking Team's Kathmandu Day Hiking,nature:adventure,,
589,Annapurna Mountain Bike & Adventure,adventure:entertainment,,
590,Tour Guide in Nepal,history,,
591,Kathmandu Adventures Travel and Tours,history,,
592,Bisham Koirala,history:art_and_architecture:entertainment,,
593,Summit International Travels & Tours,history:art_and_architecture:entertainment,,
594,Jugal Holidays,history,,
595,Creative Adventure Nepal,history:art_and_architecture:entertainment,,
596,Nepal Trekkers,history:art_and_architecture:entertainment,,
597,Himalaya Journey Treks & Expedition,adventure,,
598,Footprint Adventure,history:art_and_architecture:entertainment,,
599,Bluesheep Journeys,art_and_architecture:religious,,
600,Advanced Adventures,art_and_architecture:religious,,
601,Breeze Adventure Pvt Ltd,nature:adventure,,
602,Amazing Nepal Trek & Expedition,history,,
603,2Sisters Nepal Cooking School,food,,
604,Gorkha Adventure,history:art_and_architecture:entertainment,,
605,Higher Limits Trek & Expedition,history:art_and_architecture:entertainment,,
606,Hardcore Nepal Extreme Adventures - Day Tours,nature:adventure:entertainment,,
607,Lonely Nepal Travels,art_and_architecture:nature:adventure,,
608,Himalayas On Foot Transport Service,,,
609,Motherland Hiking Team - Private Day Tours,adventure,,
610,Himalaya Sky Travel and Adventure pvtltd,history:art_and_architecture:entertainment,,
611,Zed Travels,adventure:entertainment,,
612,Nepal Adventure Pilgrimage Treks and Expedition Pvt Ltd,adventure,,
613,Creative Holidays Nepal,nature:adventure:entertainment,,
614,Himalaya Message Adventure Private Ltd,nature:adventure,,
615,Nepal Environmental Treks & Expedition,adventure,,
616,Female Tour Guide Nepal  - Private Tour,history,,
617,Nepal Highpoint Trekking,art_and_architecture:religious,,
618,Holyland Adventure Tours and Travels,history:art_and_architecture:entertainment,,
619,Magic Expedition Trekking and Tours,art_and_architecture:religious,,
620,Mountain Hike Nepal,history,,
621,Gokyo Ri Trek,history:art_and_architecture:entertainment,,
622,Adventure Challenge Centre,art_and_architecture:nature:adventure,,
623,Asia Exploration Treks,history,,
624,Aasra Eco Treks - Private Day Tours,history:art_and_architecture:entertainment,,
625,Scenic Adventure Day Tours,art_and_architecture:nature:adventure,,
626,Himalayan Pleasure Trekking - Day Tours,adventure,,
627,Top1Trekking,history,,
628,Mountain Tiger Nepal,nature:adventure,,
629,Himalayan Trekking Alliance,history,,
630,Mountain Vehicle Nepal,,,
631,Himalayan Dreamland Trekking,adventure,,
632,Lumle Holidays - Private Day Tours,nature,,
633,Himalaya Destiny Treks & Tours,history,,
634,Above and Beyond Trekking - Day Adventures,adventure,,
635,"Nature Trail Travels & Tours, Trekking & Expeditions: Day Tours",nature:adventure,,
636,Adventure Imagine - Private Day Tours,adventure,,
637,Snowyoda Expeditions Pvt Ltd,history,,
638,Nepal Highland Treks Pvt Ltd,art_and_architecture:nature:adventure,,
639,WhiteWater Nepal Pvt Ltd,nature:adventure:entertainment,,
640,Peak Endeavor Day Tours,art_and_architecture:nature:adventure,,
641,Himalayan Sunrise Trekking and Expeditions,adventure,,
642,Trekking Venue Nepal,history,,
643,Nepal Kailash Trekking,nature:adventure,,
644,Sports Tours and Travel,nature:adventure,,
645,Journey Nepal Adventure,history,,
646,Top of The World Treks & Expeditions,history,,
647,Asian Adventure Trips Pvt Ltd,history,,
648,Drift Nepal Pvt Ltd,nature:adventure:entertainment,,
649,Alfresco Adventure Travel,entertainment,,
650,Community Trek,art_and_architecture:religious,,
651,Peak Promotion,art_and_architecture:religious,,
652,White Himalaya Treks And Expedition,adventure,,
653,GK Majestic Trek,history:art_and_architecture,,
654,Heaven Nepal Adventure,adventure,,
655,Sangrila Trail Walk Trek - One Day tour,adventure:entertainment,,
656,Tranquil View Treks & Expedition,art_and_architecture:religious,,
657,Ever Quest - Trekking & Climbing in Himalayan with Jamling Bhote and team,history,,
658,Adrenaline Rush Nepal,nature:adventure:entertainment,,
659,Trekking For Real Pvt Ltd,nature:adventure,,
660,Vehicles Rental Nepal,,,
661,Friendship Nepal Tours and Travels,art_and_architecture:religious,,
662,Ashiyana Vehicle Service,history,,
663,Alliance Treks and Expedition PvtLtd,history:art_and_architecture:entertainment,,
664,All Himalayan Treks - Day Tour,history,,
665,Nepal Base Camp Treks,history:art_and_architecture:entertainment,,
666,Sherpashah,art_and_architecture:religious,,
667,Pranamaya Yoga Studio Thamel,health_and_lifestyle,,
668,D & D Treks International - Day Tours,adventure,,
669,Transport Hire Nepal,,,
670,Adventure Aves,adventure,,
671,Nepal Paradise Trek,history:art_and_architecture:entertainment,,
672,CoreTreks,art_and_architecture:religious,,
673,World Trail Finder Adventure,history:art_and_architecture,,
674,High Camp Trekking,history:art_and_architecture:entertainment,,
675,Noble Treks,history:art_and_architecture:entertainment,,
676,Kathmandu Spa,health_and_lifestyle,,
677,Adventure Gorkhaland Treks & Expedition Pvt Ltd,history:art_and_architecture:entertainment,,
678,Malung Treks and Expedition,nature:adventure,,
679,Go For Nepal Treks and Expedition,adventure,,
680,Destination Nepal Tours and Travels - Private Day Tours,history:art_and_architecture,,
681,Alpine Exodus Pvt Ltd,art_and_architecture:religious,,
682,Well Plan Trekking,history,,
683,Mountain Air Guided Adventures - Day Tours,nature,,
684,Annapurna Encounter,history:art_and_architecture:entertainment,,
685,Yarsa Treks,adventure,,
686,Happy Himalayan Treks Pvt Ltd,art_and_architecture:religious,,
687,Sambodhi Yoga Studio,health_and_lifestyle,,
688,Elite Trekkers,nature:adventure,,
689,Mountain Sherpa Trekking & Expeditions,history:art_and_architecture,,
690,Kailash Himalaya Trek,history,,
691,Mountain Layers Treks and Expedition Pvt Ltd,history,,
692,Highlander Trekking and Expeditions - Private Day Tours,history:art_and_architecture,,
693,Adventure Himalayan Travels & Treks,art_and_architecture:religious,,
694,A One Nepal Trek Pvt Ltd,nature:adventure,,
695,Eco Tourism Adventure,history:art_and_architecture:entertainment,,
696,Pilgrims Book House,history:art_and_architecture,,
697,Himalayan Smile Treks & Adventures - Chandragiri Day Hiking,adventure,,
698,Ascent Holidays,history,,
699,Devo Adventure - Day Tours,nature:adventure:entertainment,,
700,Alpine Asian Treks and Expeditions - Private Day Tours,adventure,,
701,Explore Nepal Holidays,history,,
702,Exguides Treks & Expeditions  - Day Tour,adventure,,
703,Soul Himalaya Treks and Tours,art_and_architecture:religious,,
704,Massif Holidays,art_and_architecture:religious,,
705,Signature Tours Pvt  Ltd,nature:adventure,,
706,Down To Earth Adventure,history,,
707,By Mountain People,history,,
708,Adventure Tour Nepal,history:art_and_architecture:entertainment,,
709,Rainbow Safari Tours & Travels P Ltd,art_and_architecture:nature:adventure,,
710,Nepal-Tibet Trekking - Private Day Tours,adventure,,
711,Himalayan 360 Pvt Ltd,history:art_and_architecture:entertainment,,
712,Nepal One Adventure Pvt ltd,history,,
713,Hoshizora Treks & Tour,history,,
714,Global Nepal Treks,,,
715,Pigeon Travels-Nepal,history:art_and_architecture:entertainment,,
716,Adventure Land Nepal,adventure,,
717,Ecstatic Himalaya,nature:adventure:entertainment,,
718,Walkers Expedition,nature:adventure,,
719,Institute of Natural Medicine,health_and_lifestyle,,
720,Friendly Pashmina Export,history:art_and_architecture,,
721,Royal Holidays Treks & Expeditions,nature:adventure,,
722,Nepal Pyramids Trekking & Climbing,history:art_and_architecture:entertainment,,
723,Take Me Trekking,adventure,,
724,Himalaya Arirang Trek Private Limited - Kathmandu Sightseeing,adventure,,
725,Holy Sherpa Visioin Treks & Travel,history,,
726,Sawasdee Nepal Treks and Tours,history:art_and_architecture:entertainment,,
727,Nepal Ecology Treks,adventure,,
728,Big Sky Treks & Expeditions,history:art_and_architecture:entertainment,,
729,Heaven Himalaya,adventure,,
730,Mountain Ascend Treks,history,,
731,Exotic Mt Treks Pvt Ltd,nature:adventure,,
732,Nepal Altitude Treks & Expedition Private Limited,history,,
733,Baniya Travel,history,,
734,Mystic Himalaya Trekking & Expedition,history,,
735,Sole Encounters Nepal,adventure,,
736,Mother Land Nepal Trekking & Expedition,history,,
737,Himalaya Land Treks & Expedition,history,,
738,Himalaya Travel Adventures,history,,
739,Raya Tours and Travels - Private Day Tours,nature,,
740,Alpine Glacier Treks,nature:adventure,,
741,Waiba Adventure Trek,adventure,,
742,Samsara Trekking,history:art_and_architecture:entertainment,,
743,Pathfinder Treks & Expedition,adventure,,
744,The Himalayan Odyssey,history,,
745,Easy Trip Nepal,history:art_and_architecture:entertainment,,
746,Himalaya View Treks,nature:adventure,,
747,Sherpa Guide Nepal,history,,
748,Euro-Asia Tours and Travels - Day Tours,art_and_architecture:nature:adventure,,
749,Sherpa Holidays,nature:adventure:entertainment,,
750,BMS Adventures,history,,
751,Mountain Top Travels,history,,
752,Adventure Speed - Private Day Tours,nature,,
753,Boundless Himalayas Trekking and Expedition Pvt Ltd,history,,
754,Blossom Expeditions Pvt Ltd,history:art_and_architecture:entertainment,,
755,Mountain River Rafting - Private Day Rafting,nature:adventure:entertainment,,
756,Excellent Himalaya Trek and Expedition,adventure,,
757,Ajay Treks & Expedition Pvt Ltd,adventure,,
758,Sunrise Jewelry Making Classes,history:art_and_architecture,,
759,Upscale Adventures,history,,
760,Heian Treks & Expeditions,art_and_architecture:religious,,
761,Encounters Nepal,art_and_architecture:nature:adventure,,
762,Ultimate Descents Nepal,nature,,
763,Smile Adventure and Tours -  Day Tours,art_and_architecture:religious,,
764,Trek into Thin Air,adventure,,
765,Team Himalaya Pvt Ltd,history:art_and_architecture:entertainment,,
766,Ace Holiday Treks,adventure,,
767,Distinctive Nepal,history:art_and_architecture:entertainment,,
768,Moonlight Nepal Trekking and Adventure,art_and_architecture:religious,,
769,Amazing Nepal Adventure,adventure,,
770,Epic Rides Nepal - Mountain Biking Trips,adventure:entertainment,,
771,Himalayan Suite Spa and Restaurant,health_and_lifestyle,,
772,Global Treks & Expedition,nature:adventure:entertainment,,
773,Approved Holidays,art_and_architecture:religious,,
774,Snow View Trek & Expedition,adventure,,
775,Nepal Adventure Team,history,,
776,Mountain Trotters Treks and Expedition - Day Tours,adventure,,
777,Himalayan Leaders,nature:adventure:entertainment,,
778,Bidur Adhikari,history,,
779,Trekadviser,history:art_and_architecture:entertainment,,
780,Forever Trek Nepal,art_and_architecture:religious,,
781,Gorkha Zone Khukuri House,history:art_and_architecture,,
782,Lhasso Adventure,history:art_and_architecture:entertainment,,
783,Mountain Rock Treks And Expedition,history:art_and_architecture:entertainment,,
784,Higher Path Treks & Expedition,adventure,,
785,Eco Himalaya Treks & Travels,adventure,,
786,Liberty Holidays,adventure,,
787,"Santosh Gauli, Nepal Everest Guide- Day Hike",adventure,,
788,iTREK Everest,history,,
789,Himalaya Journey,art_and_architecture:nature:adventure,,
790,Himalayan Hikers Expedition,history:art_and_architecture,,
791,Hiking Himalayas Trek and Expedition Private Day Tours,adventure,,
792,Himalayan Exodus Treks & Tours,history:art_and_architecture:entertainment,,
793,Hike Nepal,art_and_architecture:religious,,
794,Wind Horse Adventures,history:art_and_architecture,,
795,Travel Pinto,history:art_and_architecture:entertainment,,
796,Nepal One Tours & Travels,history,,
797,Blue Himalaya Tours & Travels,history:art_and_architecture:entertainment,,
798,Shishir Thapa,history:art_and_architecture:entertainment,,
799,Everest Irish Bar,entertainment,,
800,Open Trail Treks,nature:adventure,,
801,Vehicles Hire Nepal,history:art_and_architecture:entertainment,,
802,Pioneer Adventure,history,,
803,Time in Nepal,art_and_architecture:religious,,
804,We Trek Nepal,art_and_architecture:religious,,
805,Mount Heaven Spa,health_and_lifestyle,,
806,White Himalayan Adventure Treks,history,,
807,Overland Vehicle,history:art_and_architecture:entertainment,,
808,Rising Adventure,history:art_and_architecture,,
809,Vehicles Nepal,art_and_architecture:religious,,
810,Padma Healing Arts,health_and_lifestyle,,
811,Shambhala Holidays,history:art_and_architecture,,
812,Nepal Holiday Trek - Langtang Heli Tour,nature:adventure,,
813,Ace Holidays - Day Tours,history:art_and_architecture:entertainment,,
814,Alpinetrav Treks & Expeditions,history:art_and_architecture:entertainment,,
815,Trek Ape,history,,
816,Nepal Himalayan Hiker Trek & Expedition,history,,
817,Expedition HimalayaCom Pvt Ltd,history,,
818,Big Smile Nepal,nature:adventure:entertainment,,
819,Circuit Nepal Trek & Expedition,history:art_and_architecture:entertainment,,
820,Cast Holiday Pvt Ltd,history:art_and_architecture:entertainment,,
821,Shalom Treks,,,
822,Buna Treks & Expedition - Private Day Tour,adventure,,
823,Mark Shrestha - My Tour Guide in Nepal,history,,
824,Namaste Spa,health_and_lifestyle,,
825,Sherpa Society Trekking,art_and_architecture:nature:adventure,,
826,The Explore Nepal,history:art_and_architecture:entertainment,,
827,Beyul Travel and Treks,history,,
828,Glacier Adventure Company - Day Tours,history:art_and_architecture:entertainment,,
829,Nepal Nomad Trekking,nature:adventure,,
830,Adventure Victory Team,history,,
831,Incredible Himalayan Sherpa Adventure Pvt Ltd,nature:adventure:entertainment,,
832,Mount Fishtail Adventure - Day Tours,nature:entertainment,,
833,Love Kathmandu Walking Tours,art_and_architecture:religious,,
834,Reasonable Treks And Tour,history:art_and_architecture:entertainment,,
835,Neo Transports,,,
836,Trek Around Himalayas,history,,
837,Himalayan Hermitage,history,,
838,Holiday Mountain Treks - Private Day Tours,adventure,,
839,Desire Adventures,nature:adventure,,
840,High Spirit Treks and Expedition Nepal,history,,
841,Himalaya Darshan Treks,history,,
842,Parikrama Treks & Expedition - Day Tours,entertainment,,
843,Tourist Vehicle Service,history,,
844,Explore Nepal Mountain - Kathmandu,history,,
845,Himalayan Trails,art_and_architecture:religious,,
846,Adventure Sports Nepal,nature:adventure:entertainment,,
847,Trek Excursion,history:art_and_architecture:entertainment,,
848,Safe Holiday Adventure,history,,
849,Nepal Dream Path,art_and_architecture:religious,,
850,Expert Asian Tours and Travel - Day Tours,art_and_architecture:nature:adventure,,
851,Himalayan Holidays,art_and_architecture:religious,,
852,Hope Treks,adventure,,
853,Kathmandu Paragliding,adventure,,
854,Himal Eco Treks,history,,
855,Adventure Sherpa Tracks,history,,
856,Nepal Helicopter Tour,nature:adventure,,
857,Accessible Adventure,history:art_and_architecture:entertainment,,
858,Snowland Treks & Expedition,art_and_architecture:religious,,
859,Success Adventure Treks,history:art_and_architecture:entertainment,,
860,Orbit Alpine Adventure,art_and_architecture:religious,,
861,Jhamka Trekking Team,history:art_and_architecture:entertainment,,
862,Seeing Hands,health_and_lifestyle,,
863,Vision Adventure Nepal,history,,
864,Swissa Rafting & Trekking Expedition,adventure:entertainment,,
865,Real Himalaya Private Day Tour,adventure:entertainment,,
866,Yatra Tours and Travels,nature:adventure:entertainment,,
867,Nepal Hiking Himalaya,art_and_architecture:religious,,
868,Sea To Summit Trekking,art_and_architecture:nature:adventure,,
869,Tashi Delek Nepal Treks and Expeditions,adventure,,
870,Himalayan Adventure Sports,history:art_and_architecture:entertainment,,
871,Mantra Adventure,history,,
872,Himal Mandap Treks & Expedition - Private Day Tours,adventure,,
873,Himalayan Travel Partner,history:art_and_architecture:entertainment,,
874,Kailash Adventure,history:art_and_architecture:entertainment,,
875,Adventure Solu Trekking & Tour,history,,
876,Nepal Treks and Tour,history,,
877,Namaste Nepal Trekking & Research Hub Pvt Ltd,history,,
878,Nepal Environmental Treks & Expedition - Flight Day Tour,nature,,
879,Eve Holidays,history:art_and_architecture,,
880,The Himalayan Journeys Nepal,nature:adventure,,
881,Kedar Craft,history:art_and_architecture,,
882,Asia Experiences,history:art_and_architecture:entertainment,,
883,Amazing Himalaya Trekking Pvt Ltd,history,,
884,Adventure Ascent,history,,
885,Ananya Holidays - Private Day Tour,history,,
886,Pink Mountain Travels and Excursions - Private Day Tours,nature,,
887,Sherpa Expedition & Trekking,history,,
888,Pyrenees Nepal Treks and Trails,history,,
889,Adventure High Mountain,history,,
890,Himalaya Sunrise Treks And Expedition PvtLtd,history:art_and_architecture:entertainment,,
891,Leaf Holidays Treks & Expedition,adventure,,
892,W Adventures Nepal,history,,
893,Makalu Adventure,art_and_architecture:religious,,
894,Trek in Nepal Peak Adventures,history:art_and_architecture:entertainment,,
895,Firante Treks and Expeditions,history,,
896,Himali Dreams,history,,
897,Yatri Car Rental,history:art_and_architecture:entertainment,,
898,Sacred Summits,history,,
899,Himalaya Family Adventure,history:art_and_architecture,,
900,Lion Heart Travel And Tours,adventure,,
901,Himalayan Eco Treks & Travel,adventure,,
902,See Nepal Travel & Adventure - Day Tour,nature:adventure:entertainment,,
903,Himalaya Dream Adventure,history:art_and_architecture:entertainment,,
904,Friendship Cooking School,industries,,
905,KP Treks,history,,
906,Din Travel and Tours PvtLtd,history:art_and_architecture:entertainment,,
907,Au Coeur Du Nepal Treks and Expedition,history,,
908,Randonnee Nepal Treks,art_and_architecture:religious,,
909,Gaurisankar Himalaya Treks and Expedition,history,,
910,Independent Trekking Guide Cooperative,history:art_and_architecture:entertainment,,
911,Brave Heart Himalaya Treks,history,,
912,Adventure All Nepal Treks - Day Tours,history:art_and_architecture,,
913,Lig Lig Travel,,,
914,Seven Women,industries,,
915,Timeless Spa,health_and_lifestyle,,
916,Vertex Holiday,adventure,,
917,Eco Ventures Treks and Expedition,history,,
918,"Going Nepal Pvt Ltd, Tailor-made DMC in Nepal",history:art_and_architecture:entertainment,,
919,Mega Treks & Expedition -Private Day Tours,nature:adventure,,
920,Exciting Nepal Holidays Treks,nature,,
921,Trekking Plus,adventure,,
922,Everest Glacier Trek Pvt Ltd,history,,
923,Home Of Treks & Extreme Expedition pvt ltd,history,,
924,Nepal Holiday Makers Tours and Travels,history:art_and_architecture:entertainment,,
925,Nepal Big Mountain Travel Company,adventure,,
926,Adventure Alpine Gorkha Treks & Expeditions Pvt Ltd,history,,
927,Serenity Spa,health_and_lifestyle,,
928,Incredible Adventure Nepal,nature:adventure:entertainment,,
929,Revival Nepal Adventure,nature:adventure:entertainment,,
930,Overland Trek Nepal,adventure,,
931,Wild Tracks Nepal - Himalayan Motorcycle Journeys,art_and_architecture:nature:adventure,,
932,Wild Adventure Nepal,history,,
933,Regulus Treks and Expedition,history:art_and_architecture:entertainment,,
934,Alpine Holidays Pvt Ltd,history,,
935,Trek With Ngima,history,,
936,Himalayan Hub,history,,
937,Three Diamond Adventure,nature:adventure,,
938,Osho World Adventure,history,,
939,Travel Away Treks and Expedition,history,,
940,Access The Asia,history:art_and_architecture:entertainment,,
941,Marron Treks - Day Tours,adventure,,
942,Trek Guiders,art_and_architecture:religious,,
943,Transportation Link Nepal,,,
944,Kundalini Sound & Herbal Therapy,industries,,
945,Snow Dragons Nepal Treks,history,,
946,Travel Umpire,history,,
947,Himalayan High Spirits Adventures,history,,
948,Hiking Nepal,history:art_and_architecture:entertainment,,
949,Himalayan Asia Treks,history:art_and_architecture:entertainment,,
950,Ecological Treks Private Limited - Day Hiking Tours,adventure,,
951,Classic Escapades,history,,
952,Broad Adventure - Day Tours,history:art_and_architecture,,
953,Beyond Borders Ethical Adventures,history,,
954,Marvel Treks And Expedition,adventure,,
955,Spa Samsara,health_and_lifestyle,,
956,Alaya Holidays,history,,
957,Mountain Path Treks & Expedition,history,,
958,Dream Discovery Treks Pvt Ltd,history,,
959,Dus Travel,history,,
960,Trekking Through Nepal,history,,
961,Holiday Hiking,adventure,,
962,Adventure Highpass,history:art_and_architecture:entertainment,,
963,High Camp Adventure,nature:adventure,,
964,Himalayan Rock Treks & Expedition,history,,
965,Pure Adventure Nepal - Day Tours,art_and_architecture:nature:adventure,,
966,Partages Népal Treks,nature:adventure,,
967,Connections Nepal Treks,history,,
968,Global Link Tours & Travel,nature,,
969,Eye On Himalaya,nature:adventure:entertainment,,
970,Sherpanomads,history,,
971,Yeti Trail Adventure - Day Tours,adventure,,
972,SASANE Sisterhood Trekking and Travel,history,,
973,Hairy Yak Adventures,history,,
974,Golden Nepal Holidays PvtLtd,history,,
975,Adventure Discovery Treks & Expedition,history,,
976,Gandaki Village Trekking and Travel,nature:adventure:entertainment,,
977,Nepal Recreation,history,,
978,Om Holidays Tour & Trek,history,,
979,Buddha Bar,entertainment,,
980,yoga & meditation retreat with monks,history:art_and_architecture,,
981,Wayfarers Himalaya Journeys,history:art_and_architecture,,
982,Mountain Brave Adventures,adventure,,
983,Himalaya Discovery Adventures,art_and_architecture:religious,,
984,Himalaya Thunder Treks Day Tours,nature:adventure,,
985,Glacier Family Treks & Expedition,art_and_architecture:religious,,
986,Himalayan Exploration Treks,art_and_architecture:religious,,
987,Madam Tours,art_and_architecture:religious,,
988,Hike On Travel and Trek Pvt Ltd,history,,
989,InspireU Adventures,art_and_architecture:religious,,
990,High Route Adventure,history,,
991,TREKT Himalaya,nature:adventure:entertainment,,
992,The Himalaya Trekking Company,art_and_architecture:religious,,
993,Shin Haru Treks & Expedition - Day Tours,adventure,,
994,Adventure Thamserku,adventure,,
995,Shepherd Holidays,history,,
996,HST Adventures,nature:adventure:entertainment,,
997,Sherpa Guides Nepal Treks & Expeditions PvtLtd,adventure:entertainment,,
998,Northstar Voyage,history,,
999,Laser Travel and Tours PLTD,art_and_architecture:religious,,
1000,Climb High Himalaya,nature:adventure,,
1001,Trek to Nepal,history,,
1002,World Alpine Treks,,,
1003,Reliance Trekking,history:art_and_architecture:entertainment,,
1004,Swan Valley Treks & Expedition,history:art_and_architecture:entertainment,,
1005,Himalayan Friendly Treks,art_and_architecture:religious,,
1006,Ideal Nepal Tours and Travels,history,,
1007,Nepal High Trek & Expedition,history:art_and_architecture:entertainment,,
1008,Nepal Everest Adventures,history:art_and_architecture:entertainment,,
1009,Kara Pashmina,history:art_and_architecture,,
1010,Asian Adventure Treks and Expedition - Nepal Mountain Flight Day Tours,nature,,
1011,Rajendra Ramtel,adventure,,
1012,Odyssee Nepal Trekking,history,,
1013,Taleju Adventure,history:art_and_architecture:entertainment,,
1014,Highland Eco Trek,art_and_architecture:religious,,
1015,UNLIMITED HIMALAYA ADVENTURES PVT LTD,history,,
1016,Pleasant Path Treks And Expedition,history:art_and_architecture:entertainment,,
1017,Api Himal Treks & Expedition,art_and_architecture:religious,,
1018,Proud Nepal Travel and Expedition,history,,
1019,Sasane - Momo Cooking Class,food,,
1020,Himalayan Entrance Treks PvtLtd,history,,
1021,Evergreen Tours,history:art_and_architecture:entertainment,,
1022,Nomad's Land,adventure,,
1023,My Asia Holidays,history:art_and_architecture:entertainment,,
1024,Elephant Tours,history,,
1025,Uma Holidays Travels & Tour,history,,
1026,Nepal Yoga Teacher Training & Retreat Center,history,,
1027,Trekking Encounters Nepal - Day Tours,art_and_architecture:religious,,
1028,Spa Prana,health_and_lifestyle,,
1029,Walkabout International,nature:adventure,,
1030,Kathmandu Sport Climbing Center,entertainment,,
